YYYYMMDD,e2,vsig2_n,vsig2_skt,vsig2_gjr
2010-03-08,28.642500012588663,12.074254553911532,9.49625577048405,10.256050556696337
2010-03-09,1.7030382120163101,13.832707096707379,14.241049566236843,13.410273759544244
2010-03-10,2.2560411796868696,12.429471376223155,10.825017213019816,11.34631301428878
2010-03-11,0.22617321626946732,11.326319851785284,8.61496535478572,9.80912996364757
2010-03-12,7.757223183639697,10.197500324269821,6.593438418586192,8.266666525908457
2010-03-15,0.7908009385282475,10.062165864129081,7.070816140786805,8.320169523513039
2010-03-16,16.361933786616696,9.21073875748551,5.672405636799194,7.187770113520413
2010-03-17,3.870865076106299,10.158403615805135,8.5703971798497,8.833870813733423
2010-03-18,41.148013200137505,9.617320421524022,7.466038523649914,8.112162033335764
2010-03-19,8.017245242024867,13.125686336603557,15.945220410527202,13.828262233710515
2010-03-22,2.2876932786794604,12.514227398619143,13.56070067115029,12.707201791828522
2010-03-23,2.093079545879481,11.399855067622164,10.502449706744223,10.899483077463179
2010-03-24,12.614967892589107,10.45652768744872,8.352949938995698,9.441221258462912
2010-03-25,0.009755505164611595,10.792205408448616,9.483584883949163,10.065396772655085
2010-03-26,4.698140975172778,9.732297741173898,7.1366194270959715,8.432200682925084
2010-03-29,2.453007191129629,9.352317492591927,6.68592912814993,7.9101165601482695
2010-03-30,2.3916451545886814,8.799418593276917,5.819881968763565,7.144689011994143
2010-03-31,9.49849116573789,8.335119616827996,5.209629426382346,6.530776912868252
2010-04-01,0.32062626979490494,8.704969040093962,6.551543568654424,7.19481269811648
2010-04-05,0.07773314444583046,8.037112446324906,5.199104524304576,6.221112645286985
2010-04-06,2.140952664950677,7.458364787057391,4.209673838965221,5.412363058939448
2010-04-07,5.677861736356768,7.198153818572552,4.041157272746671,5.12250960912679
2010-04-08,5.810624035879754,7.358091641979917,4.801884030174878,5.4603273873055675
2010-04-09,5.3092163606389535,7.504606718478529,5.357467068916755,5.779063845837969
2010-04-12,4.665374889380703,7.572701164031688,5.6149403768648884,5.917832724422091
2010-04-13,1.1427102177811717,7.560748244748231,5.632289958108251,5.922099060410067
2010-04-14,4.9646788879716235,7.176977380512855,4.771229028639213,5.356143247377745
2010-04-15,6.4686374930431985,7.264865205155197,5.126763682750218,5.528072429948751
2010-04-16,2.4357834831491005,7.497255109186297,5.743754127281401,5.90928393927605
2010-04-19,25.05209145678249,7.2616455724808935,5.168261609660677,5.5512020570710074
2010-04-20,32.11253492920255,9.466923819444096,10.377590574169853,8.962731537306368
2010-04-21,13.552364192634204,12.042191165375845,15.706538229972004,12.975519685655126
2010-04-22,20.161639101130927,12.204584418356161,14.76841126193542,13.010364675959304
2010-04-23,0.5641550590314879,13.040510084495446,15.761741275377178,14.152211939048472
2010-04-26,26.755440928487406,11.652678059510807,11.587621625002424,11.745344695371392
2010-04-27,33.62578955342786,13.283371417113413,15.210342379788933,14.125232302868229
2010-04-28,3.7214443092687226,15.362721416644765,19.402050192930457,17.123980032662573
2010-04-29,10.537881259857938,13.910506070878805,14.8712491014906,14.604361900270792
2010-04-30,0.15711372166641346,13.43156333812119,13.447453993955122,13.730875041965485
2010-05-03,2.895694183435121,11.933259433634571,9.896642830942348,11.34745386784001
2010-05-04,1.76260346683411,10.983357711627326,8.135613370628178,9.914503180817013
2010-05-05,4.948844812417417,10.076603635114957,6.6448398947922716,8.599506044147196
2010-05-06,0.5267847212044566,9.664002290542888,6.410165043750802,8.109112384030993
2010-05-07,0.057678730710175645,8.853048260382135,5.153055687477871,6.976829266008744
2010-05-10,15.154718225887267,8.131810668364462,4.173064631565213,6.004890363892958
2010-05-11,8.5716721353303,9.136951793183941,7.241055767218237,7.703956531415765
2010-05-12,38.38372214396655,9.270498996943823,7.71761825123261,8.013775173213853
2010-05-13,7.62214142188032,12.5451419225322,15.43303395049066,13.28460165598543
2010-05-14,6.851710316447965,11.991617313380512,13.110872248786508,12.213974929536015
2010-05-17,1.6018568329271512,11.451543997726304,11.324428365625996,11.28008243771276
2010-05-18,8.55975885410555,10.44718943831206,8.795983052074403,9.658513336431911
2010-05-19,5.1103192583145205,10.354078413598737,8.783029328879726,9.507818938350928
2010-05-20,0.7707129487104604,9.910882342103477,7.9192940570902035,8.852574171654885
2010-05-21,19.39598325508346,9.083347789052844,6.250401834287716,7.60420256438803
2010-05-24,2.9780145439035066,10.374942607126059,9.719421913618607,9.657789146791147
2010-05-25,2.989179144745972,9.7018475496653,8.034248479628843,8.595589535195495
2010-05-26,0.07008377426081115,9.145726712060002,6.879162008399194,7.759832002127397
2010-05-27,9.180743118556942,8.375457661613877,5.3621163695153395,6.624406607502788
2010-05-28,17.075400040751333,8.704644086578899,6.577570838046811,7.265206524463009
2010-06-01,0.24925744217437595,9.815092913431513,9.369130544461537,9.101594703285466
2010-06-02,32.631119465214255,8.9486924433495,7.117332861385521,7.712642733378007
2010-06-03,0.6787037210791088,11.668148019118458,13.5949868848619,11.90497392228735
2010-06-04,0.4167833095876677,10.528554278693058,10.12726976488763,9.992029076735582
2010-06-07,1.2459019986996267,9.557200685340764,7.679753104330944,8.440826996116535
2010-06-08,0.9290011370506901,8.840941939958158,6.203578069024225,7.353069426594014
2010-06-09,14.006853176651694,8.214263786550262,5.110790055835035,6.448479866619248
2010-06-10,57.599722310835354,9.083393504620332,7.6008883354398025,7.940198723336104
2010-06-11,2.1927122334249702,14.429692362297498,20.11491146725149,16.162496038535206
2010-06-14,0.8024960109322536,12.975731177546926,14.982195534842047,13.6080872917963
2010-06-15,35.674490671114356,11.624338808922955,11.111074647583143,11.35944753861775
2010-06-16,0.5252102484088429,14.206520783233131,17.09322091874933,15.465984008654912
2010-06-17,0.5045809361769932,12.613972229946242,12.492806813132876,12.777710830019874
2010-06-18,0.47983197271669464,11.293192608595897,9.326830217051725,10.654436455124543
2010-06-21,31.056018505283767,10.19699359365259,7.145409681930453,8.975988522562018
2010-06-22,37.664865417451004,12.534538367487206,13.223938799207325,12.80783708772159
2010-06-23,42.97609914166152,15.17138936621576,19.038184726960136,16.744864978294153
2010-06-24,8.448451397186442,17.918337640902145,24.349273714104804,20.716823512705282
2010-06-25,19.029323194220613,16.52818774256736,19.441839942816845,18.209498250196305
2010-06-28,8.900010466486194,16.5001677991844,18.69216374139931,18.060991571979773
2010-06-29,0.6942370017427539,15.401904504532219,15.66684307517836,16.189035659383755
2010-06-30,1.0413304481794363,13.621659358000676,11.554655441026817,13.376361109862165
2010-07-01,22.40824521415674,12.184499529025707,8.81525924321591,11.216992637249998
2010-07-02,19.18613942126388,13.262321374669863,12.228184973678939,12.998587191567063
2010-07-06,2.9137927360230473,13.812756096245975,13.774649229899174,13.978448797927259
2010-07-07,5.884152546904366,12.541454551792697,10.804609065896937,12.007470014308627
2010-07-08,0.05140355755699946,11.804104721894362,9.500056440409097,10.954109063385358
2010-07-09,25.255671337836375,10.574545195294506,7.158257904620322,9.139783295010337
2010-07-12,5.11269740218776,12.231528119920753,11.795333173444314,11.959015103206596
2010-07-13,6.311652446468402,11.46561588561833,9.989584822439081,10.785827866982354
2010-07-14,2.617905479402533,10.958709594532694,9.046009891919123,10.029565309129556
2010-07-15,8.633953037139406,10.146972154159112,7.48231713501702,8.829931761585325
2010-07-16,3.537965194643172,10.113380570493273,7.898819088400479,8.912146482945941
2010-07-19,55.215312475758196,9.544710508812269,6.922110179823441,8.099080518737651
2010-07-20,1.1206673624810586,14.558584520154607,19.057633936899126,16.18979378003121
